algorithm_name,size,settings,best_fitness,duration
random_hill_climb,10,default,7.7,0.00434
random_hill_climb,20,default,15.7,0.0076533
random_hill_climb,30,default,24.0,0.0133433
random_hill_climb,40,default,32.3,0.0216633
random_hill_climb,50,default,40.0,0.02768
random_hill_climb,60,default,48.7,0.0386433
random_hill_climb,70,default,56.7,0.0583267
random_hill_climb,80,default,64.3,0.06032
random_hill_climb,90,default,69.7,0.0604233
random_hill_climb,100,default,78.7,0.0806033
