algorithm_name,size,settings,best_fitness,duration
random_hill_climb,10,default,85.9,0.02234
random_hill_climb,20,default,325.0,0.05002
random_hill_climb,30,default,580.6,0.1086767
random_hill_climb,40,default,1205.1,0.1963433
random_hill_climb,50,default,1945.8,0.1867333
random_hill_climb,60,default,2603.4,0.2364
random_hill_climb,70,default,3783.3,0.2628467
random_hill_climb,80,default,4772.0,0.3405367
random_hill_climb,90,default,6049.4,0.42453
random_hill_climb,100,default,7518.5,0.4287433
