algorithm_name,size,keep_pct=0.3,keep_pct=0.6,keep_pct=0.9
mimic,100,6202.0,12404.0,18606.0
mimic,100,6202.0,12404.0,18606.0
mimic,100,6202.0,12404.0,18606.0
mimic,100,6202.0,12404.0,18606.0
mimic,100,6202.0,12404.0,18606.0
mimic,100,6202.0,12404.0,18606.0
mimic,100,6202.0,12404.0,18663.0
mimic,100,6202.0,12404.0,18663.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
mimic,100,6202.0,12404.0,18806.0
