algorithm_name,size,mutation_probs=0.3,mutation_probs=0.6,mutation_probs=0.9
genetic_algorithm,100,7347.0,9799.0,10537.0
genetic_algorithm,100,7347.0,9799.0,10537.0
genetic_algorithm,100,7353.0,9801.0,10537.0
genetic_algorithm,100,7354.0,9801.0,10541.0
genetic_algorithm,100,7356.0,9805.0,10542.0
genetic_algorithm,100,7356.0,9805.0,10542.0
genetic_algorithm,100,7356.0,9807.0,10543.0
genetic_algorithm,100,7357.0,9807.0,10543.0
genetic_algorithm,100,7357.0,9807.0,10543.0
genetic_algorithm,100,7357.0,9809.0,10544.0
genetic_algorithm,100,7359.0,9810.0,10544.0
genetic_algorithm,100,7359.0,9810.0,10544.0
genetic_algorithm,100,7359.0,9810.0,10554.0
genetic_algorithm,100,7360.0,9810.0,10554.0
genetic_algorithm,100,7360.0,9810.0,10554.0
genetic_algorithm,100,7363.0,9812.0,10555.0
genetic_algorithm,100,7366.0,9813.0,10555.0
genetic_algorithm,100,7369.0,9814.0,10555.0
genetic_algorithm,100,7369.0,9825.0,10559.0
genetic_algorithm,100,7373.0,9827.0,10560.0
genetic_algorithm,100,7373.0,9827.0,10577.0
genetic_algorithm,100,7375.0,9827.0,10578.0
genetic_algorithm,100,7378.0,9830.0,10579.0
genetic_algorithm,100,7378.0,9830.0,10579.0
genetic_algorithm,100,7378.0,9830.0,10579.0
genetic_algorithm,100,7382.0,9831.0,10584.0
genetic_algorithm,100,7384.0,9832.0,10584.0
genetic_algorithm,100,7388.0,9833.0,10585.0
genetic_algorithm,100,7391.0,9834.0,10585.0
genetic_algorithm,100,7401.0,9838.0,10586.0
genetic_algorithm,100,7401.0,9842.0,10588.0
genetic_algorithm,100,7402.0,9843.0,10588.0
genetic_algorithm,100,7402.0,9843.0,10591.0
genetic_algorithm,100,7402.0,9844.0,10592.0
genetic_algorithm,100,7402.0,9844.0,10592.0
genetic_algorithm,100,7402.0,9844.0,10592.0
genetic_algorithm,100,7406.0,9846.0,10592.0
genetic_algorithm,100,7406.0,9846.0,10592.0
genetic_algorithm,100,7406.0,9846.0,10592.0
genetic_algorithm,100,7406.0,9846.0,10592.0
genetic_algorithm,100,7406.0,9846.0,10592.0
genetic_algorithm,100,7412.0,9851.0,10595.0
genetic_algorithm,100,7412.0,9851.0,10598.0
genetic_algorithm,100,7412.0,9851.0,10598.0
genetic_algorithm,100,7414.0,9852.0,10598.0
genetic_algorithm,100,7414.0,9852.0,10599.0
genetic_algorithm,100,7414.0,9852.0,10599.0
genetic_algorithm,100,7414.0,9855.0,10600.0
genetic_algorithm,100,7417.0,9857.0,10602.0
genetic_algorithm,100,7423.0,9859.0,10603.0
genetic_algorithm,100,7423.0,9859.0,10603.0
genetic_algorithm,100,7423.0,9862.0,10604.0
genetic_algorithm,100,7423.0,9866.0,10605.0
genetic_algorithm,100,7423.0,9866.0,10605.0
genetic_algorithm,100,7424.0,9867.0,10606.0
genetic_algorithm,100,7427.0,9873.0,10608.0
genetic_algorithm,100,7427.0,9873.0,10608.0
genetic_algorithm,100,7429.0,9874.0,10608.0
genetic_algorithm,100,7429.0,9878.0,10609.0
genetic_algorithm,100,7429.0,9878.0,10609.0
genetic_algorithm,100,7429.0,9878.0,10615.0
genetic_algorithm,100,7429.0,9878.0,10615.0
genetic_algorithm,100,7432.0,9879.0,10615.0
genetic_algorithm,100,7434.0,9880.0,10616.0
genetic_algorithm,100,7434.0,9880.0,10616.0
genetic_algorithm,100,7434.0,9880.0,10616.0
genetic_algorithm,100,7434.0,9882.0,10617.0
genetic_algorithm,100,7434.0,9882.0,10617.0
genetic_algorithm,100,7434.0,9882.0,10617.0
genetic_algorithm,100,7440.0,9884.0,10619.0
genetic_algorithm,100,7441.0,9884.0,10619.0
genetic_algorithm,100,7442.0,9884.0,10619.0
genetic_algorithm,100,7448.0,9886.0,10620.0
genetic_algorithm,100,7448.0,9886.0,10620.0
genetic_algorithm,100,7448.0,9886.0,10620.0
genetic_algorithm,100,7448.0,9890.0,10621.0
genetic_algorithm,100,7448.0,9890.0,10621.0
genetic_algorithm,100,7452.0,9891.0,10624.0
genetic_algorithm,100,7452.0,9891.0,10624.0
genetic_algorithm,100,7452.0,9891.0,10624.0
genetic_algorithm,100,7452.0,9891.0,10624.0
genetic_algorithm,100,7453.0,9891.0,10624.0
genetic_algorithm,100,7453.0,9891.0,10625.0
genetic_algorithm,100,7453.0,9891.0,10625.0
genetic_algorithm,100,7455.0,9892.0,10627.0
genetic_algorithm,100,7455.0,9896.0,10629.0
genetic_algorithm,100,7455.0,9896.0,10629.0
genetic_algorithm,100,7458.0,9901.0,10630.0
genetic_algorithm,100,7458.0,9901.0,10630.0
genetic_algorithm,100,7458.0,9901.0,10630.0
genetic_algorithm,100,7458.0,9901.0,10632.0
genetic_algorithm,100,7460.0,9902.0,10632.0
genetic_algorithm,100,7460.0,9902.0,10636.0
genetic_algorithm,100,7460.0,9902.0,10636.0
genetic_algorithm,100,7460.0,9902.0,10636.0
genetic_algorithm,100,7460.0,9902.0,10636.0
genetic_algorithm,100,7460.0,9903.0,10637.0
genetic_algorithm,100,7461.0,9907.0,10640.0
genetic_algorithm,100,7461.0,9907.0,10640.0
genetic_algorithm,100,7462.0,9907.0,10640.0
genetic_algorithm,100,7462.0,9907.0,10640.0
genetic_algorithm,100,7462.0,9907.0,10640.0
genetic_algorithm,100,7466.0,9908.0,10648.0
genetic_algorithm,100,7467.0,9911.0,10649.0
genetic_algorithm,100,7467.0,9911.0,10649.0
genetic_algorithm,100,7467.0,9911.0,10649.0
genetic_algorithm,100,7467.0,9914.0,10650.0
genetic_algorithm,100,7467.0,9914.0,10650.0
genetic_algorithm,100,7467.0,9914.0,10650.0
genetic_algorithm,100,7467.0,9914.0,10650.0
genetic_algorithm,100,7469.0,9914.0,10650.0
genetic_algorithm,100,7469.0,9914.0,10650.0
genetic_algorithm,100,7469.0,9918.0,10652.0
genetic_algorithm,100,7469.0,9918.0,10652.0
genetic_algorithm,100,7471.0,9919.0,10652.0
genetic_algorithm,100,7471.0,9919.0,10652.0
genetic_algorithm,100,7471.0,9919.0,10655.0
genetic_algorithm,100,7472.0,9920.0,10655.0
genetic_algorithm,100,7472.0,9920.0,10670.0
genetic_algorithm,100,7477.0,9922.0,10675.0
genetic_algorithm,100,7477.0,9922.0,10675.0
genetic_algorithm,100,7477.0,9922.0,10675.0
genetic_algorithm,100,7480.0,9923.0,10676.0
genetic_algorithm,100,7480.0,9927.0,10677.0
genetic_algorithm,100,7481.0,9927.0,10677.0
genetic_algorithm,100,7482.0,9928.0,10677.0
genetic_algorithm,100,7482.0,9928.0,10677.0
genetic_algorithm,100,7482.0,9928.0,10677.0
genetic_algorithm,100,7482.0,9928.0,10677.0
genetic_algorithm,100,7482.0,9931.0,10678.0
genetic_algorithm,100,7482.0,9931.0,10678.0
genetic_algorithm,100,7483.0,9931.0,10678.0
genetic_algorithm,100,7483.0,9931.0,10678.0
genetic_algorithm,100,7483.0,9931.0,10678.0
genetic_algorithm,100,7484.0,9931.0,10678.0
genetic_algorithm,100,7484.0,9931.0,10678.0
genetic_algorithm,100,7485.0,9932.0,10679.0
genetic_algorithm,100,7485.0,9932.0,10679.0
genetic_algorithm,100,7485.0,9932.0,10679.0
genetic_algorithm,100,7485.0,9932.0,10679.0
genetic_algorithm,100,7485.0,9932.0,10679.0
genetic_algorithm,100,7485.0,9932.0,10679.0
genetic_algorithm,100,7485.0,9932.0,10679.0
genetic_algorithm,100,7486.0,9932.0,10679.0
genetic_algorithm,100,7486.0,9932.0,10679.0
genetic_algorithm,100,7488.0,9933.0,10684.0
genetic_algorithm,100,7488.0,9934.0,10684.0
genetic_algorithm,100,7490.0,9935.0,10685.0
genetic_algorithm,100,7490.0,9935.0,10685.0
genetic_algorithm,100,7490.0,9935.0,10685.0
genetic_algorithm,100,7490.0,9935.0,10685.0
genetic_algorithm,100,7490.0,9935.0,10685.0
genetic_algorithm,100,7490.0,9939.0,10686.0
genetic_algorithm,100,7490.0,9939.0,10686.0
genetic_algorithm,100,7491.0,9939.0,10686.0
genetic_algorithm,100,7492.0,9939.0,10686.0
genetic_algorithm,100,7492.0,9939.0,10686.0
genetic_algorithm,100,7492.0,9943.0,10687.0
genetic_algorithm,100,7492.0,9943.0,10687.0
genetic_algorithm,100,7495.0,9944.0,10688.0
genetic_algorithm,100,7495.0,9948.0,10689.0
genetic_algorithm,100,7495.0,9948.0,10693.0
genetic_algorithm,100,7495.0,9949.0,10694.0
genetic_algorithm,100,7497.0,9952.0,10695.0
genetic_algorithm,100,7497.0,9952.0,10695.0
genetic_algorithm,100,7497.0,9952.0,10695.0
genetic_algorithm,100,7497.0,9953.0,10695.0
genetic_algorithm,100,7497.0,9957.0,10696.0
genetic_algorithm,100,7497.0,9957.0,10696.0
genetic_algorithm,100,7498.0,9957.0,10696.0
genetic_algorithm,100,7498.0,9957.0,10696.0
genetic_algorithm,100,7498.0,9959.0,10700.0
genetic_algorithm,100,7498.0,9960.0,10701.0
genetic_algorithm,100,7498.0,9960.0,10701.0
genetic_algorithm,100,7502.0,9961.0,10701.0
genetic_algorithm,100,7502.0,9961.0,10701.0
genetic_algorithm,100,7502.0,9961.0,10701.0
genetic_algorithm,100,7502.0,9961.0,10701.0
genetic_algorithm,100,7502.0,9961.0,10701.0
genetic_algorithm,100,7504.0,9964.0,10702.0
genetic_algorithm,100,7506.0,9965.0,10703.0
genetic_algorithm,100,7506.0,9965.0,10703.0
genetic_algorithm,100,7506.0,9965.0,10703.0
genetic_algorithm,100,7506.0,9967.0,10703.0
genetic_algorithm,100,7506.0,9968.0,10704.0
genetic_algorithm,100,7507.0,9968.0,10704.0
genetic_algorithm,100,7511.0,9972.0,10705.0
genetic_algorithm,100,7513.0,9972.0,10705.0
genetic_algorithm,100,7513.0,9974.0,10706.0
genetic_algorithm,100,7513.0,9980.0,10708.0
genetic_algorithm,100,7513.0,9984.0,10710.0
genetic_algorithm,100,7513.0,9984.0,10710.0
genetic_algorithm,100,7513.0,9984.0,10710.0
genetic_algorithm,100,7513.0,9984.0,10710.0
genetic_algorithm,100,7513.0,9988.0,10711.0
genetic_algorithm,100,7513.0,9988.0,10711.0
genetic_algorithm,100,7513.0,9989.0,10711.0
genetic_algorithm,100,7513.0,9989.0,10711.0
genetic_algorithm,100,7514.0,9989.0,10711.0
genetic_algorithm,100,7514.0,9989.0,10711.0
genetic_algorithm,100,7514.0,9990.0,10712.0
genetic_algorithm,100,7514.0,9990.0,10712.0
genetic_algorithm,100,7515.0,9991.0,10716.0
genetic_algorithm,100,7515.0,9991.0,10716.0
genetic_algorithm,100,7515.0,9991.0,10716.0
genetic_algorithm,100,7515.0,9993.0,10717.0
genetic_algorithm,100,7515.0,9993.0,10717.0
genetic_algorithm,100,7515.0,9993.0,10717.0
genetic_algorithm,100,7515.0,9994.0,10717.0
genetic_algorithm,100,7515.0,9994.0,10717.0
genetic_algorithm,100,7515.0,9994.0,10717.0
genetic_algorithm,100,7515.0,9994.0,10717.0
genetic_algorithm,100,7515.0,9994.0,10717.0
genetic_algorithm,100,7515.0,9994.0,10717.0
genetic_algorithm,100,7515.0,9994.0,10717.0
genetic_algorithm,100,7515.0,9994.0,10717.0
genetic_algorithm,100,7516.0,9995.0,10717.0
genetic_algorithm,100,7519.0,9996.0,10723.0
genetic_algorithm,100,7519.0,9997.0,10723.0
genetic_algorithm,100,7519.0,9997.0,10723.0
genetic_algorithm,100,7519.0,9997.0,10725.0
genetic_algorithm,100,7519.0,9997.0,10725.0
genetic_algorithm,100,7519.0,9997.0,10725.0
genetic_algorithm,100,7519.0,9997.0,10725.0
genetic_algorithm,100,7519.0,9997.0,10725.0
genetic_algorithm,100,7519.0,9997.0,10725.0
genetic_algorithm,100,7519.0,9997.0,10728.0
genetic_algorithm,100,7519.0,9997.0,10728.0
genetic_algorithm,100,7519.0,9997.0,10728.0
genetic_algorithm,100,7519.0,9997.0,10728.0
genetic_algorithm,100,7519.0,9997.0,10728.0
genetic_algorithm,100,7519.0,9997.0,10730.0
genetic_algorithm,100,7519.0,9997.0,10730.0
genetic_algorithm,100,7521.0,9998.0,10730.0
genetic_algorithm,100,7522.0,9998.0,10730.0
genetic_algorithm,100,7524.0,9999.0,10731.0
genetic_algorithm,100,7524.0,9999.0,10731.0
genetic_algorithm,100,7524.0,9999.0,10731.0
genetic_algorithm,100,7524.0,10000.0,10732.0
genetic_algorithm,100,7524.0,10000.0,10732.0
genetic_algorithm,100,7526.0,10001.0,10733.0
genetic_algorithm,100,7532.0,10003.0,10736.0
